No.,Time,Source,Destination,Protocol,Length,Info
1640,0.081225,4919:58f3:d421:1277:4fa6:e823:4e05:4d30,cf6c:a99c:f4f2:70d0:dd97:d1b2:f965:d471,TCP,54,18983 > 57807 Len=54
1641,0.008009,ffd1:d5b3:dbf2:84dc:f68c:fa4e:ae39:5d9a,7bd0:17a8:737c:20fd:a7d1:1afe:2111:4cfe,TCP,110,49320 > 28087 Len=110
1642,0.09265,7733:1255:e55a:2371:921f:1187:33bc:2ed9,b2e1:777:1d9a:1931:c20c:8f0e:6627:ee76,TCP,141,28704 > 58483 Len=141
1643,0.091855,9260:19a1:a790:177a:d473:26ba:ad31:4b7d,c0d2:f7a:a12a:fbe0:efb6:cc86:c6a1:1a7c,UDP,70,46799 > 18126 Len=70
1644,0.050633,2fff:c7c6:b5d8:b043:bb33:2203:47db:888e,43f5:d930:7fed:32e2:4059:3e07:e077:2ea,TCP,103,40484 > 48814 Len=103
1645,0.081343,c36e:510d:a33c:f091:910f:52d:ee88:e0e2,b2c2:9424:ad9c:31ae:364:4400:aa15:2e23,TCP,108,46585 > 2816 Len=108
1646,0.076198,5b97:5c32:dedc:bee9:87a4:c9b:3cca:9bee,27dc:7c15:3f54:e633:5da5:db14:87ce:1231,UDP,130,30082 > 52864 Len=130
1647,0.06411,f205:9306:696c:c334:675b:5cff:7442:91d6,73dc:bd52:a9bf:7ebe:aef0:5e53:98be:b17c,UDP,101,14136 > 42200 Len=101
1648,0.030555,bbab:8735:7fdf:cdb0:ae11:41c1:b7c8:705,703c:8877:2b9e:5e72:a9bd:bbf0:6e86:bf6c,UDP,64,11367 > 17382 Len=64
1649,0.051637,f608:c4ff:e5fb:4962:e859:58cd:30e1:6ee7,ea52:57e3:a153:b1a5:2947:e664:eb1:c4c5,UDP,126,45965 > 27914 Len=126
1650,0.079264,f315:330:e054:6450:8265:d6bc:a915:f866,5176:26cf:704e:fe9:2986:6a4d:9a9d:8139,TCP,107,32374 > 58270 Len=107
1651,0.073517,5320:62c4:32e6:d75c:3c80:7e7c:6c25:a165,8301:ae79:e272:15e9:2438:893a:b8bc:1d06,TCP,72,46077 > 39888 Len=72
1652,0.082677,e876:7baf:5257:6ebd:41a7:61c0:deee:8150,4f73:9715:4312:a742:7784:aa09:d64b:3dc7,TCP,75,6555 > 28188 Len=75
1653,0.03676,7770:8821:5bb9:b79d:d57:1530:7027:cb17,f502:5fd8:cd7e:5076:cf80:e3f8:3c78:3838,TCP,98,62939 > 55725 Len=98
1654,0.088434,7ed3:b477:cbd8:2f38:36cd:9062:5de:6d90,40b1:99ab:b97b:9fd1:d66b:2cad:c69e:e2ff,UDP,52,63159 > 2529 Len=52
1655,0.092311,1725:73f:9cf2:b77:d842:d63d:ff6d:2dd7,cf74:575d:6cdc:d251:af39:9719:eed6:f801,UDP,61,64864 > 31329 Len=61
1656,0.019827,e7b2:c915:1e45:dfa0:c501:f2c8:6877:aa3e,1038:8ec2:87b0:cda1:8aa5:ef66:614f:17cd,UDP,56,27306 > 41525 Len=56
1657,0.04289,fbf1:cf5:78bb:7dfa:a59:f1:2d4f:55a8,d8df:914a:595:7cb5:daf5:d12a:12bb:bbce,TCP,69,6860 > 63809 Len=69
1658,0.036792,6bfd:e24a:9632:e18a:e2cb:8198:3609:dd94,1ce0:46ac:4869:6e47:be3:5e56:1aaf:2c2,UDP,51,48117 > 35485 Len=51
1659,0.043516,ad47:46e9:2ecc:30ac:2ead:ae68:e68:ade8,dd52:c69d:3352:7ccc:aa6b:2f97:4905:7373,TCP,136,33408 > 8790 Len=136
1660,0.022448,cf4d:6549:99fa:11ee:2f67:61cc:7f5:2ef3,9de6:c4c1:eac8:d177:3707:7e2b:acad:502,UDP,74,63024 > 57511 Len=74
1661,0.081341,9c0:aec8:ed7b:f79d:95b9:af84:5241:b452,a004:a1ba:73e7:3a7:3f85:494b:918c:520a,TCP,86,49942 > 33409 Len=86
1662,0.038207,befd:7800:109e:6c35:b2ea:c5ed:9cd1:877c,79df:c6a7:9fa1:1ead:a67f:3be8:3165:cdea,TCP,76,40351 > 15151 Len=76
1663,0.099521,aeff:6dab:dd7a:5011:2f51:ced7:5939:7e96,d7ae:8bf6:79e8:44a7:9bd9:8f2b:184b:852f,TCP,143,45404 > 13434 Len=143
1664,0.041833,6dd:59a9:db1b:bea3:8d6f:a07f:1b91:4fd2,17e8:5aea:d3b1:f7c5:fb96:f539:b27f:85a9,TCP,68,2909 > 20042 Len=68
1665,0.097613,331e:9608:ac13:e71a:4e42:5788:3388:590,ce6:3e70:e3a:bebd:33ae:ad32:38dd:4ffb,UDP,129,30579 > 60486 Len=129
1666,0.024832,ffa3:a0f4:e08:640b:b68a:7cce:8d15:9aab,b88c:7ab1:2a9c:4a38:a937:b34d:3d2e:d30,TCP,60,1700 > 31752 Len=60
1667,0.01332,310:ad77:8f12:608c:da2:5401:b4be:d804,58b7:931a:e295:120f:40a5:32b9:4186:b451,TCP,138,27078 > 46037 Len=138
1668,0.021222,6f6b:52e3:75ce:62ae:50f0:7e9b:400a:9c32,3c31:8a96:fd76:1d4a:3956:b11b:1636:3bdc,TCP,140,28764 > 49265 Len=140
1669,0.05972,fe28:1c2b:7875:7c52:a3f6:3a57:316:6cf3,ca53:4fac:77e6:3f80:1c87:5d45:c76e:d89d,UDP,62,37527 > 4874 Len=62
1670,0.005211,5282:8bb4:41:6e13:308c:23e6:1447:5fcf,c14c:eb95:7ba3:fec0:d922:3134:6869:e1ab,UDP,110,60545 > 24243 Len=110
1671,0.099674,c9a1:c26b:1e5:c8fe:ceda:8018:2c7e:3b71,99f:be5e:8c74:b079:6c6e:9358:6004:1c7e,UDP,50,17647 > 34089 Len=50
1672,0.061966,d499:89c5:4f5:a979:d6a9:f78e:3960:60a8,29ff:462e:738a:cef1:2cbd:ef28:8e15:c9e5,TCP,100,45015 > 25331 Len=100
1673,0.013224,7775:59a0:e3f0:43c7:c543:e9ad:70a0:85af,2157:680c:bd59:bcd1:2b3e:d0f1:b0d2:8216,UDP,124,12779 > 18082 Len=124
1674,0.016987,4bae:9a78:25d0:eed9:2e7d:9cb6:a3bf:986c,ffb6:7ff:9ef:c0e9:9e16:bddc:7256:33f3,TCP,93,58557 > 31700 Len=93
1675,0.013192,84b2:bf3e:c517:795d:fc92:26ea:bb18:280d,a853:e733:c01a:d90c:31a5:b7a9:a59a:54e,TCP,140,35785 > 29396 Len=140
1676,0.01418,f9b3:947e:d9af:1de7:6fc3:af52:cd78:74f,c425:f77:314e:3b54:89c2:928d:f40f:1a4c,UDP,90,3918 > 65152 Len=90
1677,0.012787,4328:833b:4c70:ebd4:8c35:65e5:d415:9be1,ef4e:5921:a144:6077:5b37:f07c:826d:f9bc,TCP,145,24655 > 61725 Len=145
1678,0.043009,83d7:9f6e:42d8:4cee:6380:e1e4:933b:3be,c0c3:c2dc:10e3:7da7:710c:4ce3:3c3f:99c1,TCP,128,55391 > 50933 Len=128
1679,0.092672,aaf2:4c62:93d0:6e7f:1707:1176:9f2:c405,7549:7152:f742:8c8a:1ead:1113:f3a8:81b0,TCP,105,59526 > 11836 Len=105
1680,0.031554,b510:330d:a388:81aa:23ce:22dc:af2c:9c92,1186:2376:2985:7f9:fa67:e633:f254:f600,TCP,147,63286 > 10937 Len=147
1681,0.055567,141b:36d9:9365:4b36:37f6:7ad4:a5f0:c791,9649:c136:c3a2:cc99:9c8d:2dea:f7ad:f640,TCP,56,13405 > 10764 Len=56
1682,0.005457,1eb2:1287:d7a1:b29:63b5:d433:9bb7:a75a,cd56:80bd:9b97:71a0:2605:82b:5f3a:1cf,UDP,54,31842 > 18078 Len=54
1683,0.016355,6d65:212b:35f1:e788:1f9:dee5:7c1c:c939,4fe9:6555:fac2:394d:6924:a4b5:f7e3:c851,TCP,105,8627 > 59690 Len=105
1684,0.092721,2345:c3b7:d1cc:6fb9:1c07:5619:3cc1:5188,d16b:7671:7d5b:abc3:1ce2:546c:171b:da17,UDP,106,24388 > 47490 Len=106
1685,0.056085,abb5:5280:7d6b:4642:39ab:45a8:1da4:44ae,42f9:60f9:95d0:bb91:9a9a:ae74:e82c:b841,TCP,113,8396 > 56456 Len=113
1686,0.071976,dfeb:dd33:8e86:f783:579b:c3fe:d933:84cd,bf51:b1ee:91ba:a9ec:9b17:58f8:98e6:3ba1,UDP,65,23935 > 7156 Len=65
1687,0.020373,b318:a06c:891d:ba62:ae82:70cf:6ffc:729,c106:bd5c:968f:66cd:cf4:f804:ad04:626a,TCP,73,55743 > 12053 Len=73
1688,0.074994,ee44:aec1:c212:efeb:c5d9:2782:a11c:4d9f,b189:1f53:246e:b42c:5c1c:55ed:206d:5a79,TCP,122,59409 > 44483 Len=122
1689,0.058568,5c36:99aa:dc69:3cf8:dc67:832b:c4dd:cbed,42f2:c875:4fba:2709:6582:4506:2ff:dafa,UDP,117,51280 > 38431 Len=117
1690,0.018057,be27:6f44:534:ac89:ed6d:6c38:bce1:cf37,51eb:c64c:f93b:eb12:74b7:9158:7c9e:1791,UDP,81,51372 > 33668 Len=81
1691,0.067691,b01d:5360:969a:c4e8:4532:dbbc:d2fb:fff5,da9:190:982d:aad9:6c51:62d9:1191:f9d3,TCP,53,19654 > 45674 Len=53
1692,0.098133,825:74f5:3498:40e2:cac4:58ef:714c:80c4,7388:1f9c:486e:47ee:f52a:e15a:6a6b:ba5d,UDP,100,25505 > 39712 Len=100
1693,0.092915,a9fa:49d2:9b74:6ab5:6f63:8a46:8828:a43d,5db1:2b0d:9ef4:ff00:7dda:305f:e187:67f3,UDP,91,11101 > 2916 Len=91
1694,0.008106,d850:166a:29b9:482b:422:8972:f773:b510,c69e:81f5:5cdb:1ae8:d2db:c9bb:9aea:44b5,TCP,108,42203 > 63624 Len=108
1695,0.026932,a74f:8f80:cd3c:93b6:99e0:a9ff:a588:dffc,c2c6:b83c:a61d:83ac:b9cb:51b6:6674:14c8,UDP,92,64578 > 3897 Len=92
1696,0.065617,f7fc:8cad:dd1e:9a24:8ec5:6e17:7a02:47c0,fbc4:7302:4b93:14cb:338c:340c:ccf7:2653,TCP,91,63114 > 48966 Len=91
1697,0.099982,1b9:b2d1:1c2c:fd01:6b4d:fc39:ed99:ceda,70d2:8042:92f0:417f:74e0:76e9:6fc3:4d6c,UDP,77,57599 > 4214 Len=77
1698,0.080156,c1f5:e2e:16d5:ec9f:df27:d6b7:8a15:13b,ab93:a6f0:47ee:58c6:ded3:fe9a:f60e:bccc,TCP,91,53331 > 4663 Len=91
1699,0.07438,a142:ad6f:a2d1:e945:b815:cc28:2b5e:8382,aede:b24a:5d7c:8c12:2ff9:487b:9906:810e,TCP,61,27163 > 17746 Len=61
1700,0.017801,90b9:2924:e1eb:f390:8e72:eabc:a89a:66f,f411:78f1:57ec:1597:677d:539f:45b2:123a,TCP,61,2368 > 56883 Len=61
1701,0.020822,da4a:acc8:b650:9b34:a9c9:c5f5:7cf1:60d,1815:d09d:8cc:f648:ba2c:7159:80d:c313,TCP,149,27395 > 19697 Len=149
1702,0.064717,1dde:f5d6:54ca:a7f4:d689:42e4:2ea4:9907,9d9:60c2:899a:6d78:5fb7:10da:4bea:91b7,UDP,65,20589 > 33192 Len=65
1703,0.08011,fa23:452d:fd99:61a9:44b9:4c4d:958a:da33,87ea:a59b:e576:ab73:27a4:af85:b30e:ccea,TCP,137,40575 > 9628 Len=137
1704,0.035904,9568:3e43:cb25:7ca7:734a:ffd0:2273:5c7f,7402:c3b:9b51:d492:2e46:2d0e:2efc:fa07,UDP,97,34621 > 14122 Len=97
1705,0.048962,56a7:71d6:7a8d:2007:39f4:c1e:3059:59ea,af85:6832:5e5e:5ff7:4a55:459a:b728:2d4b,TCP,110,18619 > 37924 Len=110
1706,0.060034,eb6e:d74e:fa88:f4c5:f5fc:4956:c0a3:38ba,5cd5:2690:9ba7:c2e8:d7a1:c4e5:d7f4:9dc4,UDP,146,28715 > 54173 Len=146
1707,0.036824,ebb:1533:6939:38a7:54e8:7df4:8478:ed1a,8d7a:8e55:8c85:1c7:6c59:a93b:4851:32a1,UDP,105,42356 > 28943 Len=105
1708,0.009295,f48c:9705:e444:4109:915a:d8a7:5b61:3589,872e:1df1:5bd7:8078:721c:3413:2f9b:1517,TCP,109,45355 > 15719 Len=109
1709,0.064761,dcd9:20c7:b09f:806f:9b56:55ef:4453:3dc6,748c:696b:34e9:58ac:b89f:7086:f226:9821,UDP,113,35579 > 42282 Len=113
1710,0.064723,8744:44f:48f9:e96d:49a0:666c:77a0:480a,8b49:58e6:5bad:6a4d:df98:6060:6843:56cf,UDP,87,31709 > 29686 Len=87
1711,0.007918,c1a8:5c32:e2e6:904d:b1ae:c459:3f0a:f4b6,8b74:e3c5:a660:6089:f594:a6ff:21b2:5d3c,TCP,88,10763 > 65523 Len=88
1712,0.012779,4d51:bef1:2068:504f:60a6:9d94:f1ab:b5b2,e7fa:f5d7:7d9f:bc62:96b9:1386:1f94:417f,TCP,81,35305 > 29055 Len=81
1713,0.029548,974:7c63:8c6c:618a:deae:5796:3f4a:82,b5e5:27b0:8fc7:1193:b15c:1c64:c66:d468,UDP,120,6039 > 61140 Len=120
1714,0.004509,3a59:61f7:4a2e:21e7:682:bd23:8ed6:6708,c109:44ec:8143:8a17:ca4b:e302:b89a:6ddd,UDP,115,28871 > 28091 Len=115
1715,0.009448,3763:3bba:1d9a:832c:8d17:45d1:24f1:2fdc,e8c:d486:971c:6f60:e966:e739:d05c:a103,TCP,95,17726 > 39399 Len=95
1716,0.008177,813:f76d:e585:b6a3:1347:fd50:bd80:6a4f,7392:1734:7b6:73c2:f86b:6ab7:781:be4b,UDP,64,49554 > 44381 Len=64
1717,0.046288,18a2:af2d:bccd:32ae:b5d3:f1e8:a74b:6b8,d954:9a41:37fc:88aa:a9de:8c51:442d:8c7f,UDP,100,3990 > 6482 Len=100
1718,0.041625,cf69:2ec1:5fde:b26d:ba68:214c:9b14:82cc,b19f:9adb:3b7d:e7b8:7b71:39a8:febc:7be0,TCP,90,39507 > 48478 Len=90
1719,0.0455,bd88:bfbd:d5f7:f6e1:72f5:4db9:192f:450f,30a:e1ee:f3fa:1237:b566:da87:adc2:1843,TCP,129,53966 > 18395 Len=129
1720,0.034133,2482:3388:7e09:bbd:3c4:7dba:3251:5ad1,da60:df4e:713e:ae94:f58a:4a4e:5691:41bc,UDP,77,13153 > 6150 Len=77
1721,0.074703,9c4f:41ce:be39:8b65:87d1:4ecf:525:c881,bac4:e19f:3b58:235d:d2b6:acda:ec00:8929,TCP,136,7992 > 29453 Len=136
1722,0.053438,c1a7:381e:337f:2fab:fb8:2dc1:78b0:86e3,ae03:a166:84b1:b4f4:91c6:41b2:b908:3533,UDP,100,8670 > 1895 Len=100
1723,0.017174,9d6c:af5f:12cc:f18a:e8a5:9b12:441a:d034,b78c:5fd8:8926:2819:7c47:7786:194:32b9,TCP,108,46362 > 27572 Len=108
1724,0.086878,1c15:3724:df65:dab6:b014:9702:9e47:322f,c59a:86a2:d772:c6ff:a68:77c4:83f6:42ae,TCP,88,41557 > 54313 Len=88
1725,0.097392,30ad:13b7:c41a:3fbf:6ad9:dca8:1f2e:fe,7348:42f5:ebc9:4496:4347:54f4:8d54:86c9,TCP,138,45182 > 64144 Len=138
1726,0.069029,e9d7:5aed:235f:c0c7:60f6:a51e:cc64:29a2,c79c:c14e:31c7:641e:40af:d60c:4076:8ceb,TCP,88,6767 > 9221 Len=88
1727,0.013511,adb1:ec84:e0b0:b5c6:8019:17d:fb93:7224,6273:ab4b:4b3b:9c3:19f6:5735:e440:21ab,UDP,64,54499 > 2065 Len=64
1728,0.069603,e716:768a:9be4:a8f7:ddca:6615:992c:4317,81c:102e:35f6:3dbe:3130:b2dc:7ea7:1a91,UDP,53,14736 > 32554 Len=53
1729,0.064862,f428:80a6:698:7e55:f604:960:f2ee:efde,5b2d:4127:3553:895b:c61:b0c:c73f:66db,UDP,105,56211 > 42053 Len=105
1730,0.085819,2281:fe2d:ddc2:adb1:6875:5b73:418d:5792,c704:1c83:978:f792:b10d:7190:d943:42a5,UDP,61,20744 > 51468 Len=61
1731,0.046343,4b68:6ad1:63f3:b8bf:bcad:1906:f94f:7b93,2112:c7de:b599:96c6:33a6:bf3:8983:e780,TCP,104,2453 > 8656 Len=104
1732,0.016611,7b88:77ad:9949:2712:d67e:da0:e803:f34d,bbd4:8202:feec:74e8:44ce:1314:e9b0:186a,UDP,144,47069 > 30204 Len=144
1733,0.096387,b2b7:758b:dc72:4f95:3f6d:e32:b349:a611,5eeb:e7ea:2c3d:7d30:e498:3ab2:fd37:d6c6,TCP,52,57371 > 30483 Len=52
1734,0.058523,af64:144d:dbc0:111f:29cd:5703:8c8c:d42c,9ca5:3cad:3d69:96a9:297b:8760:59ad:f5a7,UDP,87,38342 > 55382 Len=87
1735,0.083384,9010:baf9:ba35:a66c:7dc8:ead1:7453:a1e2,4528:dc74:d061:8c7b:8bdd:caf7:c697:cfa6,UDP,92,1540 > 7752 Len=92
1736,0.063041,2039:4462:a49b:7537:9365:65bd:5c10:c5b3,7fc1:4ab8:4cd1:fcd8:7ce8:3906:c018:6be0,TCP,103,56638 > 33510 Len=103
1737,0.073708,1d8d:d7a8:12b4:3702:8979:19d6:2dcc:5549,4c9f:6188:bb77:c4c1:5e3d:5283:375:6529,TCP,54,32972 > 27217 Len=54
1738,0.04861,a8e4:c08f:14e:fbd6:12a8:2ef5:e5f2:d657,8533:8d72:7133:240e:4a8e:cd53:72d3:8982,TCP,79,47835 > 5002 Len=79
1739,0.052831,1f53:2a9d:f928:eb6b:72ca:96b6:b7d0:7332,c46d:7126:5a7b:a792:e2d2:4a70:a81c:69a1,TCP,123,21723 > 37282 Len=123
1740,0.006351,62da:e83e:dae0:c4f6:8866:8ec9:4916:a8f5,372e:cb3d:51a7:b4ed:4ca3:a6a0:d18a:f1ad,TCP,110,8687 > 33450 Len=110
1741,0.06227,d2:a3ba:f87:bc8b:f4e3:dc5b:1ff6:469e,ca6e:d9b8:691c:1e37:2ea7:7117:4dca:7eb,TCP,107,46736 > 29612 Len=107
1742,0.002081,6906:c7e7:b1d4:8f33:6bf1:d5ed:8652:b972,f487:f3aa:12bb:47:2e49:6464:6a41:43f5,TCP,142,13620 > 31776 Len=142
1743,0.034385,c2be:c7a9:bfd2:d2b4:bb2a:b24c:aba7:fcb1,6785:2982:bc1d:a2c8:b371:9ad0:5a8b:8113,UDP,114,15422 > 39536 Len=114
1744,0.090907,d75c:984c:eb65:b23b:fb20:7ec:b77d:7480,99a9:5edd:29a6:2480:f4b6:9761:a166:7d07,TCP,127,56955 > 56235 Len=127
1745,0.07152,ce2c:42f9:b5cb:e9f2:7da7:1ce3:c722:16d0,dd19:3563:6f9b:c8f1:56f5:b5f6:cead:7a30,TCP,66,58903 > 20251 Len=66
1746,0.0723,5499:9a47:72f8:ad3f:bea4:c053:a452:46a9,5d7f:bdc2:9cb2:4933:7eb0:8efe:ebaf:ce14,TCP,103,55620 > 62706 Len=103
1747,0.067311,9863:407f:76ab:f286:c306:5942:d4f5:c69a,4499:6fb3:363f:6fcc:fe90:d145:2035:cd7a,TCP,110,53436 > 64655 Len=110
1748,0.084453,3f73:e801:f173:2b3:c407:5d41:9f5b:b66a,a8f0:aada:6f8:f23c:1868:ea32:fc16:e879,UDP,86,46289 > 50127 Len=86
1749,0.008619,87e5:287:1a4f:e2cd:e19f:6f40:6f0:b24a,df01:5bd8:953e:b1ce:ffbd:5f00:ee4d:18f,TCP,66,12380 > 14097 Len=66
1750,0.015631,531f:b471:b955:f283:e909:d2ec:5314:912b,8c8c:e018:2349:4784:a6c9:9247:83de:fcdd,TCP,62,53025 > 28285 Len=62
1751,0.094305,399:9e45:19bc:13f7:a590:38a9:5377:752a,d8b:e93f:f4b:fba:16be:addd:2cd5:ead2,TCP,88,16406 > 14749 Len=88
1752,0.055683,95af:7ee6:3802:e9fb:5e48:f21e:e38e:62b,c51a:40b0:d19f:c986:a56:2a34:8c67:15fb,UDP,95,58755 > 18116 Len=95
1753,0.035704,bffe:e397:3cba:262a:9cf0:a15b:b015:d1b3,31f4:97a9:3df0:4afa:e472:d6ea:be96:b15d,UDP,72,55284 > 57349 Len=72
1754,0.089446,aa2d:71e:7ee0:455f:f8ad:b48a:42b1:53d7,3c67:7d9d:721d:2be9:8221:92dc:2782:d1be,UDP,58,23157 > 29245 Len=58
1755,0.011397,6659:54c:5a0c:f392:bf6a:de99:8c8d:5e37,f59:d4d5:c9f2:f86d:3641:adea:5ed8:3d5e,UDP,65,37854 > 15710 Len=65
1756,0.048637,e57d:73ad:8e5e:b4d:2449:2834:d35c:79df,37fa:57ba:d2fe:bb86:ab6a:5ddc:e674:48eb,TCP,150,24305 > 51445 Len=150
1757,0.004668,17c3:9f1:4a80:666:a864:3f60:d799:f962,80a:afb3:419e:1bcb:f64a:9b06:ad76:989f,TCP,69,56952 > 46252 Len=69
1758,0.08737,2ab0:2d57:cfbf:5b67:3c22:5aeb:400c:504,dda0:2dab:7f08:4a4d:7e3e:6783:4094:b5df,UDP,140,4328 > 61751 Len=140
1759,0.094627,d95c:bcb:faec:dfd6:f3b9:2716:78b8:e4bc,319d:449c:dc45:9448:958c:c759:ed91:b8af,TCP,146,8293 > 64899 Len=146
1760,0.010589,f999:922:7104:64c7:77fc:fc37:77bc:3c12,c3cb:746b:f9bb:76d5:559c:1b8d:731c:ecd2,UDP,121,3774 > 34270 Len=121
1761,0.010541,cfbf:def1:df20:1a86:8b84:7482:6ceb:79e,cbe6:8d67:b4ad:13d3:7629:eef5:e66f:af06,UDP,76,60726 > 24724 Len=76
1762,0.015703,9200:bd6e:6532:552f:c726:cfdb:e488:2330,be0e:bc6c:4619:a7c7:d177:19f2:8f78:23c6,TCP,140,29959 > 50960 Len=140
1763,0.05059,4a25:ffda:987c:b8ed:a14a:592e:e18a:948c,348e:2a20:f125:2b57:f9d6:e0a7:139d:7526,UDP,69,43431 > 24861 Len=69
1764,0.033461,cb4a:5fe0:3c4f:2709:42d2:ca47:c96b:c0df,8306:9585:2dff:848e:df94:4db6:baaf:91e,UDP,65,56637 > 14255 Len=65
1765,0.043911,c0c:116c:721f:271a:8e6c:2926:29ed:8d3a,4d40:e501:dab1:c5a9:e12a:f3d3:207c:38b,TCP,148,51423 > 1455 Len=148
1766,0.024532,b:8bd1:b806:974f:e295:c4cf:ca2b:3475,f96c:b7c9:22ab:c28d:1519:18d2:34de:1edc,TCP,93,19816 > 34121 Len=93
1767,0.017126,c493:66c9:837c:173b:8ce2:3343:7b41:37f8,3f05:9da0:64b8:4843:881c:f496:d980:ab15,TCP,97,47895 > 50493 Len=97
1768,0.041501,61ae:8b00:13cf:f5e8:2cf2:9dd3:4e2:541c,288a:8fc1:b04d:ed49:19c0:4b91:14c:a376,UDP,69,50386 > 50405 Len=69
1769,0.052965,82fe:78e:1d63:7dd:ed1b:bae6:9d7a:3f1b,3323:53da:a3ed:e3c1:dbc7:7b73:8a7f:db52,UDP,67,53568 > 29127 Len=67
1770,0.041341,cf39:bfc2:36c6:b5a5:1873:558f:f215:939c,d6b7:d75a:7b8f:9f7a:92c9:2508:282:8579,TCP,108,63403 > 56886 Len=108
1771,0.051616,bb82:33f1:d9db:a02b:1013:3eda:42e2:278e,533e:a351:297c:5b29:e3b7:a4b4:f94d:fd46,TCP,53,30028 > 10565 Len=53
1772,0.077015,31c1:45e8:2077:e088:c85f:faf4:7dd6:d11a,4678:cf46:b3f7:cdcf:d760:9b1d:baf6:a818,UDP,60,23195 > 21655 Len=60
1773,0.040165,f098:bd9d:5ffa:88a0:1934:6499:2782:50a7,76a9:fdd8:2ecc:3fc7:6fb7:22b9:d4b1:d884,UDP,105,5052 > 26797 Len=105
1774,0.075919,807f:49dc:ef14:e080:25ee:f41e:e7e4:76a2,4ef9:a5d6:1105:f119:ae77:e583:3450:c69b,UDP,123,4812 > 65100 Len=123
1775,0.063161,b6b9:5047:c4e6:4f3b:3549:cb82:e5d1:96d9,a7d5:c594:7be5:2b25:f13c:640c:74cf:e012,TCP,103,27369 > 59074 Len=103
1776,0.068087,f432:489e:ea2:39d:922f:fade:df71:810a,ef99:839:d78a:c47c:8f9c:81a0:b752:190a,TCP,142,49697 > 21582 Len=142
1777,0.090923,5015:50dd:da4:acd0:511b:8e36:1b1a:137c,bc92:335c:7d0d:2d83:775d:1027:c04a:a788,UDP,85,60020 > 35613 Len=85
1778,0.06104,5b08:c707:8f80:5cb4:e79e:e55b:a5f8:9074,7427:f4b2:12a:5f46:343d:1da7:ea2a:920a,UDP,139,27496 > 30265 Len=139
1779,0.064388,6645:dcee:bf47:b547:7071:201b:77f1:e502,d141:6029:3100:88e6:99b6:7509:286f:b5b7,TCP,139,23650 > 59198 Len=139
1780,0.081183,39c2:5e:226b:469e:65f7:7df7:b76d:9b01,b50c:1049:b66:c50e:328f:5c1f:101e:2f12,TCP,149,13953 > 58759 Len=149
1781,0.030153,bad:7240:ab27:7ae4:19b7:9063:2dc7:af,c9c0:cb70:60bb:ae36:a477:95c8:b78c:14ba,UDP,118,22945 > 26582 Len=118
1782,0.07251,adcb:7cd5:b7c1:aa1:3dae:2114:747a:e625,683:e00:896f:beda:8fa6:44e5:e13b:84a2,UDP,116,36465 > 19631 Len=116
1783,0.021373,4131:6d58:fd6e:1769:9568:a467:7f4c:61f9,a977:a07c:dee7:de4a:39b1:d74e:82ce:ee3e,TCP,116,23352 > 50637 Len=116
1784,0.063569,9b0f:c6de:4679:f517:eddd:ad96:3878:49bb,e77b:2faa:d8a9:7803:a4b2:700:74a0:858f,UDP,53,59371 > 53229 Len=53
1785,0.053993,c10b:b495:270a:dd88:b742:2bde:9324:77ec,32da:5a9c:d11b:db4b:2124:6136:bbfe:3ee6,TCP,80,55564 > 51759 Len=80
1786,0.030394,30f8:5f48:b0:2447:3aa2:3d09:55fe:24d9,9bdc:f4ad:1a7e:e6b0:1e42:7058:e79c:a846,TCP,114,8261 > 48995 Len=114
1787,0.005995,65ac:4ce4:a17f:306d:de72:717f:5d59:3a06,be:4dc:7302:b78:92fd:a9a:a914:b66f,TCP,83,42114 > 34283 Len=83
1788,0.035447,d96a:a408:9c4a:18a6:21c8:f70c:9583:8d3,63b9:1d08:f122:bb16:d2b9:dbfc:3d04:8914,UDP,146,43685 > 62715 Len=146
1789,0.012475,44a6:7325:c99e:819b:f2c0:c839:d7ad:63d9,262c:2ffa:d2ae:2870:d181:8cb0:7a97:9481,TCP,123,49314 > 1365 Len=123
1790,0.045315,53b9:dc78:c245:109d:9109:d69a:8831:2a66,695b:49e6:9bc8:2401:8ed3:a5d:79bd:86e0,UDP,145,39139 > 38090 Len=145
1791,0.071465,8c15:9813:b1e3:8d08:eb84:7ce2:20fd:180c,fadc:b521:5dfd:6f08:74c0:d73b:de76:86b1,UDP,94,20632 > 19671 Len=94
1792,0.066692,7eda:900e:f637:37:32bb:5b07:214d:a841,6eef:977e:5a30:3d20:d78a:2c53:abb4:895f,UDP,141,25774 > 35080 Len=141
1793,0.073751,cc71:6e9e:b2e8:cf06:28d2:d761:12a2:c8f2,f362:a952:42fc:d54b:c77d:f399:6ce2:d23f,UDP,91,34870 > 39190 Len=91
1794,0.019256,4f3e:576c:c276:9171:1021:406d:abd9:ad68,93b1:f832:67c:fba4:d983:4ab1:4d09:6c7f,TCP,108,7445 > 10628 Len=108
1795,0.071164,cbe7:5d22:988e:9a73:5be2:1752:1a2e:f195,66ad:23d3:f61e:3960:65bf:1962:1fc:6ad6,TCP,60,7069 > 5099 Len=60
1796,0.042489,1b62:9552:9078:897b:e38b:5fc3:bc0e:aa39,7242:4f17:1f63:b7a4:d48d:9c03:601e:6194,UDP,110,15100 > 30263 Len=110
